id,year,month,day,country,region,district,city,un,ingo,lgno_ncrs,icrc,ifrc,other,nationals_killed,nationals_wounded,nationals_kidnapped,total_nationals,internationals_killed,internationals_wounded,internationals_kidnapped,total_internationals,total_killed,total_wounded,total_kidnapped,total_affected,gender_male,gender_female,gender_unknown,means_of_attack,attack_context,location,lat,lng,details_(public),column,country_id,assumedday,assumedmonth,time,bucket
293,2004.0,4.0,14.0,Iraq,,,near Fallujah,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,K,U,U,33.35581,43.78612,1 NGO international staff kidnapped near Fallujah on April 14; released next day.,"Fallujah, Anbar, Iraq",368,14,4,1.0819008e+12,17
294,2004.0,4.0,,Somalia,Gedo,Beled Hawo,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,U,Am,R,2.25,41.16667,One INGO national staff seriously wounded when vehicle ambushed by clan militia near Belet-Hawa. Appeared to be revenge for theft by a rival clan.,"Gedo, Somalia",706,1,4,1.0807776e+12,17
295,2004.0,4.0,,Somalia,Lower Juba,Jamame,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,K,U,U,0.07222,42.75056,1 INGO international staff member kidnapped by Marehan from Kismayo in Jamaame. The staff member was taken to Kismayo. Motive appeared to be contractual.,"Jamame, Jamaame, Somalia",706,1,4,1.0807776e+12,17
296,2004.0,5.0,18.0,Afghanistan,Balkh,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,U,U,U,36.7581256,66.8980826,"1 NGO national staff murdered in Balkh, May 18.","Balkh, Afghanistan",4,18,5,1.0848384e+12,17
297,2004.0,5.0,23.0,Afghanistan,Samangan,,,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,L,Am,R,36.0,67.666667,"2 NGO national staff killed, 1 national staff injured when vehicle hit landmine in Samangan, May 23.","Samangan, Afghanistan",4,23,5,1.0852704e+12,17
298,2004.0,5.0,,Democratic Republic of Congo,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,R,R,C,-2.9814344,23.8222636,"2 INGO international staff wounded (1 raped, 1 shot) in armed attack by unidentified soldiers.",,180,1,5,1.0833696e+12,17
299,2004.0,5.0,,Iraq,,,road to Nasiriyah,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,Am,R,31.057990000000004,46.25726,1 INGO national staff wounded when vehicle fired upon while on road to Nasiriyah.,"Nasiriyah, Dhi Qar, Iraq",368,1,5,1.0833696e+12,17
300,2004.0,6.0,,Somalia,Bay,Baidoa,Baidoa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,K,U,P,3.1166669999999996,43.65,"One UN national staff abducted outside mosque in Baidoa, released next day. The motive appeared to be a project-related dispute involving a disgruntled contractor.",,706,1,6,1.086048e+12,17
301,2004.0,6.0,22.0,Russia,Chechnya,Nazranovsky,Nazran,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,S,IA,U,43.25,45.83333,"1 UN national staff shot and killed in Nazran, June 22.",,643,22,6,1.0878624e+12,17
302,2004.0,6.0,2.0,Afghanistan,Badghis,,,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,U,Am,R,35.0,63.75,"3 INGO international and 2 national staff killed when vehicle ambushed in Badghis, June 2. The organization said it was suspending all activity across the country.","Badghis, Afghanistan",4,2,6,1.0861344e+12,17
303,2004.0,6.0,,Afghanistan,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,B,U,H,33.93911,67.709953,1 NGO national staff injured by bomb outside gate.,,4,1,6,1.086048e+12,17
304,2004.0,6.0,24.0,Iraq,,,,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,U,R,H,33.0955793,44.1749775,"2 NGO national staff killed, 1 national staff wounded in NGO office attack, June 24.",,368,24,6,1.0880352e+12,17
305,2004.0,6.0,18.0,Democratic Republic of Congo,Maniema,,Kasongo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,D,C,-4.4269024,26.6661699,"1 INGO national staff detained and severely beaten by a police commander in Kasongo, June 18.","Kasongo, Maniema, Congo-Kinshasa",180,18,6,1.0875168e+12,17
306,2004.0,6.0,,Nigeria,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,K,Am,R,9.6000359,7.9999721,"3 INGO national staff suffered minor injuries when they were ambushed, robbed and carjacked (in trunk) then abandoned.",Nigeria,566,1,6,1.086048e+12,17
307,2004.0,6.0,19.0,Uganda,Northern Uganda,Kitgum,about 15 km north of Kitgum,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,U,Am,R,2.75,32.9,"2 INGO national staff killed when food convoy to South Sudan ambushed by LRA about 15 km north of Kitgum town, June 19.","Northern, Uganda",800,19,6,1.0876032e+12,17
308,2004.0,6.0,16.0,Pakistan,Punjab,,near Maryan,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,S,Am,R,29.303490000000004,70.89848,"2 NGO national staff seriously injured when five unidentified armed men opened fire on their vehicel near Maryan, June 16.","Māryān, Punjab, Pakistan",586,16,6,1.087344e+12,17
309,2004.0,6.0,,Russia,Ossetia,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,K,U,U,42.992071100000004,44.2636348,1 INGO international staff kidnapped in Ossetiaand and held for 6 months.,"North Ossetia-Alania, Russian Federation",643,1,6,1.086048e+12,17
310,2004.0,7.0,30.0,Iraq,Najaf,,,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,K,IA,U,32.0010227,44.3299926,"4 NGO national staff tortured and killed by army of Al Mahdi in Najaf, July 30.","Najaf, Iraq",368,30,7,1.0911456e+12,17
311,2004.0,7.0,,Afghanistan,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,IA,U,33.93911,67.709953,"1 INGO national staff stabbed and wounded in robbery, later received death threats from perpetrator.",,4,1,7,1.08864e+12,17
312,2004.0,8.0,,Sudan,,,,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,K,U,U,14.584444400000002,29.4917691,3 UN national staff and 5 national RC staff kidnapped.,,729,1,8,1.0913184e+12,18
313,2004.0,8.0,26.0,Iraq,Najaf,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,S,U,U,32.0010227,44.3299926,"1 UN national staff shot and killed in Najaf, Aug 26.",,368,26,8,1.0934784e+12,18
314,2004.0,8.0,30.0,Iraq,,,road from Baghdad to Najaf,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,U,Am,R,31.9892,44.3291,"4 RC national staff wounded when convoy attacked on road from Baghdad to Najaf, Aug 30.","Najaf, An Najaf, Iraq",368,30,8,1.093824e+12,18
315,2004.0,8.0,,Afghanistan,Paktia,,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,S,U,U,33.548742100000005,69.4346945,2 INGO national staff shot and killed in Paktia.,"Paktia, Afghanistan",4,1,8,1.0913184e+12,18
316,2004.0,8.0,12.0,Sudan,South Darfur State,Nyala,Kalma camp,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,U,IA,PS,11.329444,25.08565623,"1 INGO national staff killed and 1 national staff wounded in attack on IDPs in Kalma camp, Aug 12. Victim killed was alleged by the IDPs to be a major leader of Janjaweed.","South Darfur State, Sudan",729,12,8,1.0922688e+12,18
317,2004.0,8.0,,Sudan,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,U,U,14.584444400000002,29.4917691,1 INGO national staff shot and wounded.,,729,1,8,1.0913184e+12,18
318,2004.0,9.0,7.0,Iraq,Baghdad,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,1.0,3.0,0.0,K,R,H,33.302424800000004,44.3787992,"Two INGO international (Italian) staff and two national staff were kidnapped from their office.  All four were released three weeks later, on 28 September 2004.",,368,7,9,1.0945152e+12,18
320,2004.0,9.0,,Afghanistan,,,,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,S,MV,U,33.93911,67.709953,10 INGO national staff (of two different organizations) beaten and stoned by mob after false rumors spread regarding their activities.,,4,1,9,1.0939968e+12,18
321,2004.0,9.0,,Iraq,Nineveh,,Mosul,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,U,IA,P,36.3466059,43.127008,1 INGO national staff shot and killed in Mosul cafe.,,368,1,9,1.0939968e+12,18
322,2004.0,9.0,14.0,Haiti,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,S,IA,R,19.139995199999998,-72.3570972,"1 INGO national staff shot and wounded when victim happened upon an armed robbery of a bus, Sept 14.",Haiti,332,14,9,1.09512e+12,18
323,2004.0,10.0,,Afghanistan,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,S,C,U,33.93911,67.709953,1 UN national staff wounded when hit in shootout.,,4,1,10,1.0965888e+12,18
324,2004.0,10.0,3.0,Democratic Republic of Congo,Nord Kivu,,Goma,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,S,U,U,1.6585009999999998,29.220455,"1 UN national staff shot and killed in Goma, Oct 3.",,180,3,10,1.0967616e+12,18
325,2004.0,10.0,10.0,Palestine,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,U,U,U,31.649741,35.162072,1 UN national staff killed in explosion.,,275,10,10,1.0973664e+12,18
326,2004.0,10.0,,Sudan,Darfur,,between Muzbat and Um Baru,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,L,Am,R,13.5,23.5,"1 INGO international staff, 1 national staff killed and 1 national staff injured by landmine between Muzbat and Um Baru in Darfur.","Western Darfur, Sudan",729,1,10,1.0965888e+12,18
327,2004.0,10.0,,Iraq,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,K,IA,U,33.0955793,44.1749775,1 INGO international staff kidnapped in Iraq and later killed.,,368,1,10,1.0965888e+12,18
328,2004.0,11.0,,Cote D'Ivoire,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B,C,U,7.9897371,-5.5679458,1 NGO international staff killed along with nine French soldiers in an attack by Cote D'Ivoire.,,384,1,11,1.0992672e+12,18
329,2004.0,11.0,,Afghanistan,,,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,B,R,H,33.93911,67.709953,"3 INGO national staff killed by rocket propelled grenade attack on compound, Nov 28.",,4,1,11,1.0992672e+12,18
330,2004.0,11.0,,Democratic Republic of Congo,,,south of Bunia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,Am,U,1.55941,30.25224,"1 NGO national staff shot and wounded when four colleagues attacked by unidentified gunmen south of Bunia, Nov 15.","Bunia, Eastern, Congo",180,1,11,1.0992672e+12,18
331,2004.0,11.0,,Sudan,South Darfur State,Nyala,Kalma camp,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,MV,PS,16.0,30.0,"1 INGO national staff shot in foot during fighting in Kalma camp, Nov 14.",,729,1,11,1.0992672e+12,18
332,2004.0,11.0,,Sudan,Darfur,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,D,C,11.329444,25.08565623,"1 INGO national staff detained and beaten by police, who took away his INGO ID and materials.",,729,1,11,1.0992672e+12,18
333,2004.0,12.0,,Palestine,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,S,U,U,31.649741,35.162072,1 UN national staff stabbed to death.,,275,1,12,1.1018592e+12,19
334,2004.0,12.0,5.0,Afghanistan,Kabul,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,U,U,U,34.5197058,69.1624302,"1 INGO international (Japanese) staff killed in Kabul, Dec 5.",,4,5,12,1.1022048e+12,19
335,2004.0,12.0,12.0,Sudan,South Darfur State,,South,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,S,Am,R,11.329444,25.08565623,"2 INGO national staff shot and killed during an attack on a convoy of humanitarian vehicles in South Darfur, Dec 12.","South Darfur State, Sudan",729,12,12,1.1028096e+12,19
336,2004.0,12.0,,Sudan,South Darfur State,,Labado,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,S,U,U,11.329444,25.08565623,1 INGO national staff shot and killed in attack on Labado center.,"South Darfur State, Sudan",729,1,12,1.1018592e+12,19
337,2004.0,12.0,16.0,Sudan,South Darfur State,,South,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,K,Am,R,16.0,30.0,"3 INGO national staff kidnapped at gunpoint in rebel-held Labado, South Darfur, Dec 16.",,729,16,12,1.1031552e+12,19
338,2004.0,12.0,18.0,Kenya,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,U,Am,U,1.4419683,38.4313975,"1 INGO national staff killed in ambush by bandits in North Korea, Dec 18.",,404,18,12,1.103328e+12,19
339,2004.0,12.0,,Uganda,Northern Uganda,Kitgum,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,IA,U,3.2366669999999997,33.093056,1 INGO national staff shot and wounded in Kitgum national bar.,"Kitgum, Uganda",800,1,12,1.1018592e+12,19
340,2004.0,12.0,,Sudan,Darfur,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,C,PS,11.329444,25.08565623,1 INGO national staff wounded when police fired on a wedding celebration in the camp.,,729,1,12,1.1018592e+12,19
341,2004.0,,,Democratic Republic of Congo,,,Goma,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,IA,H,-1.6665893,29.2256875,1 ICRC international shot and wounded when attacked at home in Goma.,"Goma, Nord-Kivu, Congo-Kinshasa",180,1,1,1.0729152e+12,16
342,2005.0,1.0,,Somalia,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,U,Am,R,8.3676771,49.083416,1 UN contracted driver killed in convoy ambush.,,706,1,1,1.1045376e+12,20
343,2005.0,1.0,,Kenya,,Nairobi,Nairobi,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,S,U,U,-1.256975,36.803277,1 UN national staff shot and killed in Nairobi.,,404,1,1,1.1045376e+12,20
344,2005.0,1.0,10.0,Zimbabwe,,,Harare,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,S,Am,R,-17.8317726,31.0456859,"1 UN international (Anglo-Swiss) staff stabbed in roadside assault in Harare, Jan 10.","Harare, Harare Province, Zimbabwe",716,10,1,1.1053152e+12,20
345,2005.0,1.0,6.0,Sudan,West Darfur State,,from Mornei to Geneina,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,S,Am,R,13.4263009,22.6574884,"1 staff contracted by the UN was killed when unidentified gunman attacked an empty, 6-vehicle convoy contracted by UN returning from Mornei to Geneina in West Darfur, Jan 6.","West Darfur State, Sudan",729,6,1,1.1049696e+12,20
346,2005.0,1.0,13.0,Iraq,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,K,U,U,33.0955793,44.1749775,"1 ICRC national staff kidnapped, Jan 13; later found dead.",,368,13,1,1.1055744e+12,20
347,2005.0,1.0,,Somalia,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,IA,H,8.3676771,49.083416,1 INGO national staff attacked in home by 3 armed men. This appears to be an assassination attempt. Previous similar attacks have been attributed to extremist groups.,,706,1,1,1.1045376e+12,20
348,2005.0,1.0,,Afghanistan,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,S,R,H,33.93911,67.709953,2 INGO national staff tied up and wounded in armed robbery of INGO office/house by armed gang.,,4,1,1,1.1045376e+12,20
349,2005.0,1.0,21.0,Sudan,West Darfur State,,Seleia,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,S,R,U,13.4263009,22.6574884,"1 INGO national staff killed when a large group of armed tribesman attacked Seleia in West Darfur, Jan 21. A violent confrontation ensued in which civilians were killed, including the guard.","West Darfur State, Sudan",729,21,1,1.1062656e+12,20
350,2005.0,2.0,23.0,Afghanistan,Helmand,,,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,U,U,U,31.341321999999998,63.993456,"2 NGO national staff murdered in Helmand, Feb 23.",,4,23,2,1.1091168e+12,20
351,2005.0,2.0,,Iraq,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,I,Am,P,33.0955793,44.1749775,1 INGO national staff died at bus station when car bomb exploded.,,368,1,2,1.107216e+12,20
352,2005.0,3.0,,Somalia,Bari,Bosaso,Bosaso,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,U,IA,U,11.28421,49.18158,"2 UN national staff wounded when they were attacked in Bossaso town, Bari region, by some anti-vaccination individuals.","Bosaso, Bari, Somalia",706,1,3,1.1096352e+12,20
353,2005.0,3.0,8.0,Afghanistan,Farah,,,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,U,U,U,32.607110999999996,62.671011,"2 NGO national staff killed in attack in Farah, March 8.",,4,8,3,1.11024e+12,20
354,2005.0,3.0,10.0,Sudan,Darfur,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,S,Am,R,11.329444,25.08565623,"1 INGO national staff beaten when vehicle ambushed and robbed, March 10.",,729,10,3,1.1104128e+12,20
355,2005.0,3.0,,Afghanistan,Kabul,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,U,Am,U,34.5197058,69.1624302,1 IFI international staff seconded to Afghan govt ambushed and killed in Kabul.,,4,1,3,1.1096352e+12,20
356,2005.0,3.0,22.0,Sudan,South Darfur State,,South,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,S,Am,R,16.0,30.0,"1 donor agency international staff shot and seriously wounded when convoy attacked in South Darfur, May 22. First such incident for this organization's personnel.",,729,22,3,1.1114496e+12,20
357,2005.0,4.0,,Iraq,,,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,I,Am,R,33.0955793,44.1749775,2 INGO staffers - international director and national director - both killed by suicide car bomber apparently targeting US military convoy.,,368,1,4,1.1123136e+12,21
358,2005.0,4.0,14.0,Sudan,West Darfur State,,Krenik,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,S,IA,PS,13.4263009,22.6574884,"2 INGO national staff seriously assaulted and injured during NFI distribution in Krenik, West Darfur, April 14. Possibly linked to the agency","West Darfur State, Sudan",729,14,4,1.1134368e+12,21
359,2005.0,4.0,15.0,Sudan,"Jebel Marra, West Darfur",Golo,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,S,IA,U,13.5,23.5,"1 INGO national staff shot and killed in Golo, in the Jebel Marra region of West Darfur, April 15. Likely a personal issue, unrelated to work of INGO.","Western Darfur, Sudan",729,15,4,1.1135232e+12,21
360,2005.0,4.0,18.0,Somalia,,,,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,S,U,U,8.3676771,49.083416,"1 INGO national staffer killed, 1 international staff and 1 national staff wounded in armed attack, April 18.",,706,18,4,1.1137824e+12,21
361,2005.0,4.0,,Somalia,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,B,R,PS,8.3676771,49.083416,2 INGO national staff received minor wounds when unidentified assailant threw grenade into the organiation's hospital.,,706,1,4,1.1123136e+12,21
362,2005.0,4.0,13.0,Afghanistan,Baghlan,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,U,U,U,35.75,69.0,"1 NGO national staff killed in Baghlan, April 13.","Baghlan, Afghanistan",4,13,4,1.1133504e+12,21
363,2005.0,4.0,,Russia,Chechnya,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,U,C,U,43.397614700000005,45.6985005,1 NGO national staff arrested and presumed killed during an FSB raid on the building victim was in. Several FSB officers were killed during the raid. It was then claimed that victim resisted arrest.,,643,1,4,1.1123136e+12,21
364,2005.0,5.0,10.0,Chad,,,,5.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,S,MV,PS,15.0,19.0,"5 UN national staff and 2 NGO national staff injured when they were beaten with sticks during protest at refugee camp, May 10.",Chad,148,10,5,1.1156832e+12,21
365,2005.0,5.0,12.0,Sudan,South Darfur State,,South,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,S,Am,R,16.0,30.0,"1 locally contracted truck driver for the UN was ambushed and shot dead in South Darfur, May 12.",,729,12,5,1.115856e+12,21
